DATE,SEDOL,WEIGHTS,FOUR_WEEKLY_RETURN
11/04/2009,2032380,,0.08689094
11/04/2009,2736035,,0.08666981
11/04/2009,2702791,,0.08659756
11/04/2009,2023748,,0.08592391
11/04/2009,2763561,,0.08326662
11/04/2009,2232793,,0.08200205
11/04/2009,BYWTW73,,0.08196712
11/04/2009,2250870,,0.08124804
11/04/2009,2960384,,0.08102835
11/04/2009,2236911,,0.07982552
11/04/2009,2861078,,0.07822275
11/04/2009,2310525,,0.07796741
11/04/2009,2655408,,0.0776267
11/04/2009,2523334,,0.07643318
11/04/2009,B7FBFL2,,0.07573628
11/04/2009,2910970,,0.07447505
11/04/2009,2066408,,0.07304859
11/04/2009,2261021,,0.07247162
11/04/2009,2465254,,0.07246387
11/04/2009,2222233,,0.07099116
11/04/2009,2326618,,0.07089221
11/04/2009,2885937,,0.07081664
11/04/2009,2259101,,0.07062149
11/04/2009,2196479,,0.07045293
11/04/2009,2795393,,0.07030523
11/04/2009,2262314,,0.07026482
11/04/2009,2331225,,0.07022154
11/04/2009,2094670,,0.0700357
11/04/2009,2464165,,0.06919956
11/04/2009,2880255,,0.06843269
11/04/2009,2630643,,0.06836617
11/04/2009,2090173,,0.06807315
11/04/2009,2892090,,0.06762135
11/04/2009,2927516,,0.06748307
11/04/2009,2915500,,0.06624186
11/04/2009,2360326,,0.06559336
11/04/2009,2717320,,0.06503582
11/04/2009,2240202,,0.06488001
11/04/2009,2486813,,0.06452942
11/04/2009,2491839,,0.06420934
11/04/2009,2397186,,0.06401765
11/04/2009,2491594,,0.06393862
11/04/2009,2853688,,0.06373775
11/04/2009,B76FBQ0,,0.06343293
11/04/2009,2550707,,0.06312823
11/04/2009,2615468,,0.0628655
11/04/2009,2937689,,0.06270862
11/04/2009,B39QT24,,0.06188118
11/04/2009,BVFMFG8,,0.06171286
11/04/2009,2572303,,0.0612812
11/04/2009,2639509,,0.05925512
11/04/2009,2445063,,0.05916023
11/04/2009,2816409,,0.05858362
11/04/2009,2684703,,0.05820441
11/04/2009,2377809,,0.05818391
11/04/2009,2318024,,0.05801153
11/04/2009,2692632,,0.05724096
11/04/2009,2246288,,0.05722284
11/04/2009,B1L60G9,,0.05700326
11/04/2009,BYVYHH4,,0.05679071
11/04/2009,2636254,,0.05664754
11/04/2009,B00PWV9,,0.05664742
11/04/2009,2989301,,0.05567813
11/04/2009,2034524,,0.05538464
11/04/2009,2510682,,0.0552516
11/04/2009,2732635,,0.05507255
11/04/2009,BYX4D52,,0.05477035
11/04/2009,2927925,,0.05423629
11/04/2009,2018175,,0.05402744
11/04/2009,2665861,,0.05396283
11/04/2009,2885409,,0.053357
11/04/2009,2471789,,0.05332303
11/04/2009,2378534,,0.05268633
11/04/2009,2017213,,0.05203784
11/04/2009,2278407,,0.05191636
11/04/2009,2065308,,0.05181742
11/04/2009,2937667,,0.05180109
11/04/2009,B65LWX6,,0.05136883
11/04/2009,2897697,,0.05051816
11/04/2009,2437264,,0.05019748
11/04/2009,2674458,,0.04953671
11/04/2009,2790611,,0.04922521
11/04/2009,BZBY209,,0.04901159
11/04/2009,2542049,,0.04807401
11/04/2009,2704407,,0.04792941
11/04/2009,2695921,,0.04788625
11/04/2009,2668804,,0.0478431
11/04/2009,B3N2D37,,0.04688942
11/04/2009,2459020,,0.04681313
11/04/2009,2971698,,0.04672241
11/04/2009,2008154,,0.04667699
11/04/2009,2516152,,0.04521692
11/04/2009,2632003,,0.04508197
11/04/2009,2701271,,0.04462552
11/04/2009,B39GHT7,,0.04449809
11/04/2009,2958936,,0.04332948
11/04/2009,2417578,,0.04296732
11/04/2009,2690506,,0.04240131
11/04/2009,2550161,,0.04221559
11/04/2009,2511920,,0.04221034
11/04/2009,B0SRLF4,,0.04205942
11/04/2009,2852533,,0.04199219
11/04/2009,2624486,,0.04157495
11/04/2009,2646015,,0.04150581
11/04/2009,B0G4K50,,0.04147077
11/04/2009,2419240,,0.04118407
11/04/2009,2476803,,0.03996634
11/04/2009,2480677,,0.03984499
11/04/2009,2898087,,0.0396626
11/04/2009,2220884,,0.03879309
11/04/2009,2073408,,0.03877485
11/04/2009,2344717,,0.03820479
11/04/2009,BTN1Y44,,0.03758216
11/04/2009,2313405,,0.03706598
11/04/2009,2413758,,0.03624535
11/04/2009,BYND5W0,,0.03610289
11/04/2009,B0SRLH6,,0.03568316
11/04/2009,2928683,,0.03513587
11/04/2009,2288406,,0.0334034
11/04/2009,2414580,,0.0328778
11/04/2009,B1W41J2,,0.03216839
11/04/2009,2783815,,0.03203881
11/04/2009,2046251,,0.03196323
11/04/2009,2754060,,0.03190184
11/04/2009,2778844,,0.03127956
11/04/2009,2914734,,0.03084695
11/04/2009,2767228,,0.03073728
11/04/2009,2496113,,0.03062344
11/04/2009,2640761,,0.03021812
11/04/2009,2204026,,0.03020835
11/04/2009,2270726,,0.03013599
11/04/2009,2661568,,0.0299902
11/04/2009,2595708,,0.02975118
11/04/2009,2002305,,0.02949441
11/04/2009,2440637,,0.02945983
11/04/2009,2048804,,0.02888274
11/04/2009,2011602,,0.02806842
11/04/2009,B8CKK03,,0.02774561
11/04/2009,B4V9661,,0.0275656
11/04/2009,2198163,,0.027349
11/04/2009,B7VD3F2,,0.02730823
11/04/2009,2936921,,0.02648735
11/04/2009,BBM4S68,,0.02573204
11/04/2009,2319414,,0.02568483
11/04/2009,2577609,,0.02565837
11/04/2009,2098876,,0.02564108
11/04/2009,BZ12TX5,,0.0253731
11/04/2009,2209106,,0.02511728
11/04/2009,2698470,,0.02488446
11/04/2009,2262530,,0.02483511
11/04/2009,2367026,,0.02347779
11/04/2009,2812452,,0.02317131
11/04/2009,2769503,,0.02283847
11/04/2009,2807566,,0.02251732
11/04/2009,2020459,,0.0224719
11/04/2009,2649100,,0.02245045
11/04/2009,2689560,,0.02224994
11/04/2009,BF0G7N4,,0.02223813
11/04/2009,2224701,,0.02129114
11/04/2009,B0J7D57,,0.02003861
11/04/2009,2765802,,0.01991034
11/04/2009,2150204,,0.01953316
11/04/2009,BWSW5J5,,0.0194273
11/04/2009,2005973,,0.01907241
11/04/2009,2185143,,0.01906478
11/04/2009,2365161,,0.01823068
11/04/2009,2087807,,0.01797915
11/04/2009,2185046,,0.01716745
11/04/2009,B63QTN2,,0.01586235
11/04/2009,2216850,,0.01486993
11/04/2009,2680905,,0.01406038
11/04/2009,BYXD7B3,,0.01399279
11/04/2009,2909730,,0.01379871
11/04/2009,2340168,,0.01346862
11/04/2009,2650748,,0.01329923
11/04/2009,2965839,,0.01329291
11/04/2009,B1F76F9,,0.01320863
11/04/2009,2437952,,0.01315784
11/04/2009,2523022,,0.01312649
11/04/2009,2447218,,0.01309395
11/04/2009,2026242,,0.01251233
11/04/2009,2345022,,0.01206899
11/04/2009,2068921,,0.01182294
11/04/2009,2640147,,0.01144791
11/04/2009,2069065,,0.01130247
11/04/2009,2510615,,0.00972557
11/04/2009,2295945,,0.00935554
11/04/2009,BDHLTQ5,,0.00934577
11/04/2009,2131179,,0.00838363
11/04/2009,2190385,,0.00836122
11/04/2009,BTN1Y11,,0.00809109
11/04/2009,2142922,,0.00782609
11/04/2009,2105505,,0.00664091
11/04/2009,2026361,,0.00656939
11/04/2009,2219224,,0.00643456
11/04/2009,2648806,,0.00597846
11/04/2009,2758051,,0.0047816
11/04/2009,2714923,,0.00386095
11/04/2009,2146838,,0.00352693
11/04/2009,2138158,,0.00320828
11/04/2009,2196888,,0.00313604
11/04/2009,BYP66M4,,0.00169277
11/04/2009,B12GHV2,,0.00134671
11/04/2009,2699291,,0.00126243
11/04/2009,2404569,,0.00080538
11/04/2009,2516839,,0.00076067
11/04/2009,2896713,,-0.00024742
11/04/2009,2803014,,-0.00039589
11/04/2009,2218447,,-0.0008055
11/04/2009,2982098,,-0.0020017
11/04/2009,2073022,,-0.00225133
11/04/2009,2319157,,-0.00244588
11/04/2009,2077905,,-0.00297189
11/04/2009,2886907,,-0.00316739
11/04/2009,2829601,,-0.00323039
11/04/2009,2871301,,-0.00325215
11/04/2009,2933632,,-0.00330639
11/04/2009,2475833,,-0.00351578
11/04/2009,2126335,,-0.00359386
11/04/2009,2819118,,-0.00385112
11/04/2009,B63BPC8,,-0.00397909
11/04/2009,2066721,,-0.00398654
11/04/2009,2032067,,-0.00495052
11/04/2009,2485070,,-0.00510204
11/04/2009,2319146,,-0.00575334
11/04/2009,2469052,,-0.00620538
11/04/2009,2293819,,-0.00660807
11/04/2009,2021690,,-0.00701046
11/04/2009,2206657,,-0.00705397
11/04/2009,2317087,,-0.00723696
11/04/2009,B748CK2,,-0.00752205
11/04/2009,2170473,,-0.0082435
11/04/2009,2594437,,-0.00844496
11/04/2009,2162845,,-0.00846922
11/04/2009,2545844,,-0.00850689
11/04/2009,2681511,,-0.0085386
11/04/2009,2340931,,-0.00885934
11/04/2009,2142784,,-0.0089699
11/04/2009,2605555,,-0.00909781
11/04/2009,B84LSN3,,-0.00959408
11/04/2009,2604206,,-0.01047939
11/04/2009,2090571,,-0.0105387
11/04/2009,2210614,,-0.01054287
11/04/2009,BYY8XK8,,-0.0110659
11/04/2009,2342034,,-0.0111016
11/04/2009,2431846,,-0.01121861
11/04/2009,2645409,,-0.0118959
11/04/2009,2305844,,-0.01224714
11/04/2009,2985677,,-0.01263535
11/04/2009,2463247,,-0.0126515
11/04/2009,2304227,,-0.01269489
11/04/2009,2954699,,-0.0127371
11/04/2009,2110703,,-0.01303625
11/04/2009,BVVN4Q8,,-0.01344317
11/04/2009,2050832,,-0.01345837
11/04/2009,2034494,,-0.0140056
11/04/2009,2085878,,-0.01418829
11/04/2009,2295172,,-0.01431978
11/04/2009,2369174,,-0.01437879
11/04/2009,2215460,,-0.01447916
11/04/2009,2707677,,-0.01482707
11/04/2009,B2QW0Z8,,-0.01522124
11/04/2009,2705024,,-0.01537514
11/04/2009,2626921,,-0.01589704
11/04/2009,BF0HZC2,,-0.01650619
11/04/2009,2195722,,-0.01657569
11/04/2009,2570200,,-0.01694214
11/04/2009,2513012,,-0.0169639
11/04/2009,2182553,,-0.0176549
11/04/2009,BY9D546,,-0.01877809
11/04/2009,BYNPPC6,,-0.01934516
11/04/2009,2346508,,-0.02000701
11/04/2009,2578516,,-0.0200358
11/04/2009,B2PKRQ3,,-0.02026469
11/04/2009,2331430,,-0.02074558
11/04/2009,2680303,,-0.02092808
11/04/2009,2019479,,-0.02126622
11/04/2009,2536763,,-0.02146781
11/04/2009,BYNF418,,-0.02184093
11/04/2009,2831811,,-0.02187031
11/04/2009,2214832,,-0.02197284
11/04/2009,2553201,,-0.02208126
11/04/2009,B28XP76,,-0.02219319
11/04/2009,2328603,,-0.02258068
11/04/2009,2614807,,-0.02291667
11/04/2009,2592174,,-0.02359998
11/04/2009,2498993,,-0.02490413
11/04/2009,2829515,,-0.02490777
11/04/2009,2517382,,-0.02621037
11/04/2009,2476193,,-0.02668261
11/04/2009,2842255,,-0.02684909
11/04/2009,2804211,,-0.02702242
11/04/2009,2116228,,-0.02807891
11/04/2009,2332262,,-0.02838433
11/04/2009,2699514,,-0.02918899
11/04/2009,BVFTF03,,-0.02955085
11/04/2009,2670519,,-0.02959561
11/04/2009,2197137,,-0.02960408
11/04/2009,2279303,,-0.02968347
11/04/2009,2951452,,-0.02982843
11/04/2009,2261526,,-0.03058511
11/04/2009,2516378,,-0.03076929
11/04/2009,BGM1B98,,-0.03126121
11/04/2009,2310194,,-0.03220522
11/04/2009,2289874,,-0.03222895
11/04/2009,2341484,,-0.03277385
11/04/2009,BYZGYC0,,-0.03311092
11/04/2009,2259468,,-0.03320688
11/04/2009,2367480,,-0.03444535
11/04/2009,2002479,,-0.03483307
11/04/2009,BD95VZ8,,-0.03635281
11/04/2009,2019952,,-0.0370611
11/04/2009,2567741,,-0.03708333
11/04/2009,B8DMK08,,-0.03917909
11/04/2009,2418474,,-0.03942657
11/04/2009,B4NH4W5,,-0.03973341
11/04/2009,2841489,,-0.03992909
11/04/2009,B6WVMH3,,-0.03996283
11/04/2009,B5BT0K0,,-0.04039657
11/04/2009,2434209,,-0.04110646
11/04/2009,2672689,,-0.04210532
11/04/2009,2065955,,-0.04587465
11/04/2009,2011561,,-0.04630017
11/04/2009,2599142,,-0.04633403
11/04/2009,2520153,,-0.04789061
11/04/2009,2085102,,-0.0481481
11/04/2009,2635701,,-0.04816055
11/04/2009,2480138,,-0.04965597
11/04/2009,2041364,,-0.04991937
11/04/2009,2100920,,-0.05001116
11/04/2009,2336747,,-0.0523504
11/04/2009,B067BM3,,-0.05322719
11/04/2009,2433842,,-0.05343974
11/04/2009,2696838,,-0.0554738
11/04/2009,2567503,,-0.05612719
11/04/2009,2407966,,-0.0562886
11/04/2009,2108601,,-0.05661488
11/04/2009,2422806,,-0.05715733
11/04/2009,2182348,,-0.05759263
11/04/2009,2046552,,-0.05835968
11/04/2009,B1Z77F6,,-0.0605073
11/04/2009,2325507,,-0.06084103
11/04/2009,2212870,,-0.06150108
11/04/2009,2573209,,-0.06251752
11/04/2009,2328915,,-0.06312233
11/04/2009,B1VJYW2,,-0.06444526
11/04/2009,2522096,,-0.06594139
11/04/2009,2655981,,-0.06612903
11/04/2009,2526117,,-0.06712204
11/04/2009,2464972,,-0.06720161
11/04/2009,BF6V3T1,,-0.06828981
11/04/2009,BYQQ3P5,,-0.07142854
11/04/2009,2859954,,-0.0714286
11/04/2009,2044545,,-0.0729987
11/04/2009,2884183,,-0.07474518
11/04/2009,B0LLFT5,,-0.07554519
11/04/2009,2380498,,-0.07617188
11/04/2009,2235822,,-0.07754099
11/04/2009,2650793,,-0.07762563
11/04/2009,2654320,,-0.07840657
11/04/2009,2965107,,-0.07848096
11/04/2009,2708841,,-0.08084697
11/04/2009,2860990,,-0.08085102
11/04/2009,2367598,,-0.08222389
11/04/2009,2523044,,-0.08320493
11/04/2009,2881537,,-0.08523589
11/04/2009,2662862,,-0.08705425
11/04/2009,2769796,,-0.08711964
11/04/2009,2182779,,-0.08801497
11/04/2009,2931205,,-0.08809429
11/04/2009,B1YLC43,,-0.09001959
11/04/2009,2767381,,-0.09189039
11/04/2009,2830904,,-0.09509545
11/04/2009,2779397,,-0.09556854
11/04/2009,2511328,,-0.09585798
11/04/2009,2588184,,-0.09785521
11/04/2009,2295677,,-0.10036718
11/04/2009,BD5JS97,,-0.10069263
11/04/2009,2057059,,-0.10361958
11/04/2009,2466321,,-0.10672516
11/04/2009,2831543,,-0.10869562
11/04/2009,2023607,,-0.11027658
11/04/2009,B011WL6,,-0.11042404
11/04/2009,2024020,,-0.11535436
11/04/2009,2007849,,-0.11676079
11/04/2009,2648668,,-0.11844897
11/04/2009,2297907,,-0.12168139
11/04/2009,2067735,,-0.12188357
11/04/2009,2455965,,-0.12456542
11/04/2009,2300601,,-0.1270588
11/04/2009,2824770,,-0.1276074
11/04/2009,2651086,,-0.12826878
11/04/2009,BYXB201,,-0.13213205
11/04/2009,2379504,,-0.13501811
11/04/2009,2490911,,-0.13776339
11/04/2009,2892045,,-0.1397059
11/04/2009,2299011,,-0.14285707
11/04/2009,BZ0P3Z5,,-0.14358109
11/04/2009,2027342,,-0.15970289
11/04/2009,2445966,,-0.17078644
11/04/2009,2989828,,-0.1816547
11/04/2009,2378200,,-0.1830619
11/04/2009,2963811,,-0.18312151
11/04/2009,B1HMF22,,-0.18940002
11/04/2009,B01R311,,-0.19343693
11/04/2009,2113434,,-0.19580418
11/04/2009,B1FLZ21,,-0.19713503
11/04/2009,2043694,,-0.19999998
11/04/2009,2842040,,-0.20172852
11/04/2009,BBC3995,,-0.20286083
11/04/2009,B94Q9V0,,-0.20813393
11/04/2009,B6TFK30,,-0.21428568
11/04/2009,B28V183,,-0.3126685
11/04/2009,2547044,,-0.356623
12/02/2009,2007849,,0.58695663
12/02/2009,2067735,,0.3803997
12/02/2009,BYXB201,,0.37862324
12/02/2009,2779063,,0.34106277
12/02/2009,2101503,,0.32065903
12/02/2009,2824770,,0.31873549
12/02/2009,2963811,,0.30746328
12/02/2009,2343662,,0.30279291
12/02/2009,2154927,,0.29525434
12/02/2009,2256511,,0.29482533
12/02/2009,2636607,,0.28138638
12/02/2009,2299011,,0.25899279
12/02/2009,2588184,,0.24012161
12/02/2009,2224701,,0.23071611
12/02/2009,B01R311,,0.2238493
12/02/2009,2654320,,0.22334503
12/02/2009,2004185,,0.21513044
12/02/2009,2790611,,0.21391296
12/02/2009,BTN1Y11,,0.20764124
12/02/2009,2570200,,0.2025752
12/02/2009,2982098,,0.2021463
12/02/2009,2000019,,0.19698763
12/02/2009,BYP66M4,,0.19605373
12/02/2009,2142784,,0.19527924
12/02/2009,2626921,,0.19080997
12/02/2009,2196479,,0.19051016
12/02/2009,B84LSN3,,0.18870056
12/02/2009,2615468,,0.18865442
12/02/2009,2032067,,0.18565893
12/02/2009,2411053,,0.18272686
12/02/2009,2341484,,0.17851103
12/02/2009,2914734,,0.17835081
12/02/2009,2778844,,0.1772232
12/02/2009,2520153,,0.17630625
12/02/2009,2090173,,0.1754154
12/02/2009,2340931,,0.17425978
12/02/2009,2257019,,0.17268038
12/02/2009,2860990,,0.17203236
12/02/2009,2871301,,0.16746498
12/02/2009,2261203,,0.16630672
12/02/2009,2057059,,0.16598845
12/02/2009,B6WVMH3,,0.16193188
12/02/2009,2871505,,0.16067146
12/02/2009,B3N2D37,,0.15890778
12/02/2009,2232793,,0.15877867
12/02/2009,2048804,,0.1574074
12/02/2009,2536763,,0.15679264
12/02/2009,2259468,,0.15505409
12/02/2009,2951452,,0.15459776
12/02/2009,2235822,,0.15390455
12/02/2009,2465254,,0.15352238
12/02/2009,2971698,,0.15091777
12/02/2009,2101967,,0.15076935
12/02/2009,2933632,,0.15056443
12/02/2009,2026082,,0.15022421
12/02/2009,2445063,,0.14941919
12/02/2009,2219224,,0.14904201
12/02/2009,2630643,,0.14855075
12/02/2009,2175672,,0.14853549
12/02/2009,2346508,,0.14847159
12/02/2009,BSPHGL4,,0.14702797
12/02/2009,2645409,,0.14649189
12/02/2009,2160753,,0.14542473
12/02/2009,2522096,,0.1444751
12/02/2009,2034494,,0.14245009
12/02/2009,2592174,,0.14196753
12/02/2009,2352118,,0.14166999
12/02/2009,2182348,,0.14160526
12/02/2009,2954699,,0.14009392
12/02/2009,2336747,,0.1399132
12/02/2009,2434209,,0.13946522
12/02/2009,2300601,,0.138587
12/02/2009,2319157,,0.13815784
12/02/2009,2885937,,0.13796913
12/02/2009,2126335,,0.13780427
12/02/2009,2185046,,0.13775182
12/02/2009,2026361,,0.13770569
12/02/2009,2379504,,0.13670265
12/02/2009,2831543,,0.13510251
12/02/2009,2758051,,0.13492239
12/02/2009,B011WL6,,0.13470995
12/02/2009,2695921,,0.13437378
12/02/2009,2298386,,0.13353121
12/02/2009,B12GHV2,,0.13211536
12/02/2009,2958936,,0.13175118
12/02/2009,BVFMFG8,,0.13072693
12/02/2009,2280220,,0.13036442
12/02/2009,2026242,,0.13030613
12/02/2009,2567503,,0.13030314
12/02/2009,2526117,,0.12978315
12/02/2009,2674458,,0.12953186
12/02/2009,2019479,,0.12952936
12/02/2009,2884183,,0.12945366
12/02/2009,BF0HZC2,,0.12929845
12/02/2009,2651086,,0.12916458
12/02/2009,2898087,,0.12760412
12/02/2009,2320524,,0.12750626
12/02/2009,2641894,,0.12717152
12/02/2009,2699514,,0.12705231
12/02/2009,B198391,,0.12418688
12/02/2009,2270726,,0.12331271
12/02/2009,2108601,,0.12285066
12/02/2009,BD95VZ8,,0.12187696
12/02/2009,2328603,,0.12146223
12/02/2009,2455965,,0.12092042
12/02/2009,2310525,,0.11952949
12/02/2009,2162845,,0.11919069
12/02/2009,B7FBFL2,,0.11877192
12/02/2009,2842255,,0.11867916
12/02/2009,BZ2Y3W7,,0.1182021
12/02/2009,2783815,,0.11749101
12/02/2009,B748CK2,,0.11703515
12/02/2009,2050832,,0.11669434
12/02/2009,2516152,,0.11600578
12/02/2009,2684703,,0.11504423
12/02/2009,2105505,,0.11380792
12/02/2009,2655981,,0.113402
12/02/2009,2960384,,0.11335015
12/02/2009,2377809,,0.11270428
12/02/2009,B1FLZ21,,0.11130285
12/02/2009,2954019,,0.11080229
12/02/2009,2380498,,0.11057353
12/02/2009,2008154,,0.11043512
12/02/2009,2090571,,0.11016666
12/02/2009,2692665,,0.1096052
12/02/2009,2523044,,0.10956573
12/02/2009,2087807,,0.10949969
12/02/2009,B3Q2FJ4,,0.10919153
12/02/2009,2313405,,0.10917425
12/02/2009,2018175,,0.1090796
12/02/2009,2094670,,0.10902548
12/02/2009,2476803,,0.10886288
12/02/2009,2021690,,0.10843384
12/02/2009,B7VD3F2,,0.10836494
12/02/2009,2812452,,0.10750318
12/02/2009,2542049,,0.10744214
12/02/2009,2020459,,0.10728121
12/02/2009,2885409,,0.10703611
12/02/2009,2066721,,0.10526323
12/02/2009,2065955,,0.10468351
12/02/2009,B0J7D57,,0.10426128
12/02/2009,2795393,,0.10350954
12/02/2009,2414580,,0.10343588
12/02/2009,2754060,,0.10327721
12/02/2009,2829515,,0.10316717
12/02/2009,2490911,,0.10270273
12/02/2009,2648806,,0.10187936
12/02/2009,2466321,,0.10186756
12/02/2009,2138158,,0.10182762
12/02/2009,2692397,,0.10084033
12/02/2009,2077905,,0.10068523
12/02/2009,BVVN4Q8,,0.10059881
12/02/2009,BYVY8G0,,0.10022664
12/02/2009,2819118,,0.09997833
12/02/2009,2614807,,0.09935904
12/02/2009,2440637,,0.09808624
12/02/2009,2498993,,0.09746588
12/02/2009,2328915,,0.09691059
12/02/2009,2209106,,0.09682345
12/02/2009,2023607,,0.09670031
12/02/2009,2634805,,0.09652925
12/02/2009,2262530,,0.09644091
12/02/2009,BYXD7B3,,0.09618402
12/02/2009,2841489,,0.09610987
12/02/2009,BYNF418,,0.09535276
12/02/2009,2632003,,0.09511566
12/02/2009,2853688,,0.09466946
12/02/2009,2915500,,0.09376001
12/02/2009,2378200,,0.09253502
12/02/2009,2967181,,0.09199131
12/02/2009,2707677,,0.09195399
12/02/2009,2804211,,0.09172476
12/02/2009,B76FBQ0,,0.09146881
12/02/2009,2937667,,0.09123492
12/02/2009,2278407,,0.09076607
12/02/2009,2369174,,0.0906961
12/02/2009,B121557,,0.08879412
12/02/2009,B28V183,,0.08812261
12/02/2009,2670519,,0.0873357
12/02/2009,2232696,,0.08708132
12/02/2009,2965107,,0.08707703
12/02/2009,2206657,,0.08656001
12/02/2009,2624486,,0.08651519
12/02/2009,2767228,,0.08625448
12/02/2009,2131179,,0.08614182
12/02/2009,2880255,,0.08567429
12/02/2009,2936921,,0.08532227
12/02/2009,2892090,,0.08461344
12/02/2009,2023748,,0.08438349
12/02/2009,2332262,,0.0839479
12/02/2009,2604206,,0.08389532
12/02/2009,2065308,,0.08308601
12/02/2009,B00PWV9,,0.08262801
12/02/2009,2215460,,0.08233619
12/02/2009,2475833,,0.08203053
12/02/2009,2714923,,0.08179855
12/02/2009,2216850,,0.08110738
12/02/2009,2852533,,0.08110296
12/02/2009,2517382,,0.08035553
12/02/2009,2641827,,0.08021057
12/02/2009,2573209,,0.07826626
12/02/2009,2985677,,0.078161
12/02/2009,2417578,,0.07774437
12/02/2009,2886907,,0.07757854
12/02/2009,2646015,,0.07733977
12/02/2009,2897697,,0.0770179
12/02/2009,2214832,,0.07670176
12/02/2009,2507457,,0.07661462
12/02/2009,2419240,,0.07638896
12/02/2009,2011602,,0.07573438
12/02/2009,2447218,,0.07569873
12/02/2009,BYZGYC0,,0.07537425
12/02/2009,BYY8XK8,,0.07508671
12/02/2009,2639509,,0.07468653
12/02/2009,B0G4K50,,0.07468188
12/02/2009,2965839,,0.07447636
12/02/2009,2661568,,0.07444286
12/02/2009,B0SRLH6,,0.07425749
12/02/2009,2491839,,0.07411551
12/02/2009,2145084,,0.07374048
12/02/2009,2516839,,0.07351804
12/02/2009,2588173,,0.07281208
12/02/2009,2397186,,0.07271957
12/02/2009,B247H10,,0.07250965
12/02/2009,B94Q9V0,,0.07246375
12/02/2009,B0SRLF4,,0.07237077
12/02/2009,2572303,,0.07235825
12/02/2009,B1YLC43,,0.07233155
12/02/2009,2085878,,0.07227266
12/02/2009,2170473,,0.0722506
12/02/2009,2896713,,0.07223594
12/02/2009,2445966,,0.0720222
12/02/2009,2704407,,0.07192528
12/02/2009,BYV2325,,0.07170415
12/02/2009,B63BPC8,,0.07088804
12/02/2009,2927925,,0.07086408
12/02/2009,2917766,,0.0707798
12/02/2009,2295677,,0.07040322
12/02/2009,2464165,,0.07037139
12/02/2009,2331225,,0.0699861
12/02/2009,2002305,,0.06933808
12/02/2009,2680905,,0.06924641
12/02/2009,2034524,,0.06914997
12/02/2009,2545844,,0.06898582
12/02/2009,2831811,,0.06877685
12/02/2009,BWSW5J5,,0.06843734
12/02/2009,2413758,,0.06805074
12/02/2009,2892045,,0.06784451
12/02/2009,BY9D546,,0.06711972
12/02/2009,2767381,,0.06697464
12/02/2009,2319146,,0.06693208
12/02/2009,2098876,,0.0664252
12/02/2009,2550707,,0.06575394
12/02/2009,2317087,,0.06567359
12/02/2009,2927516,,0.06553948
12/02/2009,2279303,,0.06512964
12/02/2009,2763561,,0.06463671
12/02/2009,2365161,,0.06458259
12/02/2009,2860826,,0.0642097
12/02/2009,2412001,,0.06386483
12/02/2009,2635701,,0.06373942
12/02/2009,2698470,,0.06261957
12/02/2009,2289874,,0.0624795
12/02/2009,2595708,,0.0624665
12/02/2009,2318024,,0.06246185
12/02/2009,2180201,,0.06217337
12/02/2009,2046552,,0.06178856
12/02/2009,B840261,,0.06161737
12/02/2009,2261021,,0.05986464
12/02/2009,2005973,,0.05972135
12/02/2009,2818740,,0.05905187
12/02/2009,2769796,,0.05903721
12/02/2009,2293819,,0.05882347
12/02/2009,2803014,,0.05877662
12/02/2009,BYQQ3P5,,0.05860615
12/02/2009,B4V9661,,0.05827141
12/02/2009,2681511,,0.05775583
12/02/2009,2429090,,0.05766845
12/02/2009,B8KQN82,,0.05727732
12/02/2009,2655408,,0.05714655
12/02/2009,2868165,,0.05660379
12/02/2009,2326618,,0.05627167
12/02/2009,2931205,,0.05432939
12/02/2009,2701271,,0.05402601
12/02/2009,2511328,,0.05367959
12/02/2009,2073408,,0.05344224
12/02/2009,2344717,,0.05336177
12/02/2009,2457552,,0.05310881
12/02/2009,B7QQYV9,,0.05232072
12/02/2009,2068921,,0.05217612
12/02/2009,2779397,,0.05178356
12/02/2009,2829601,,0.05154634
12/02/2009,BYND5W0,,0.05154622
12/02/2009,2586122,,0.05142856
12/02/2009,2523022,,0.05140114
12/02/2009,2066408,,0.05055249
12/02/2009,2689560,,0.05019402
12/02/2009,2769503,,0.04880476
12/02/2009,2250870,,0.04828584
12/02/2009,2100920,,0.04711425
12/02/2009,2692632,,0.04699457
12/02/2009,2380863,,0.04660737
12/02/2009,2113434,,0.04628503
12/02/2009,2650748,,0.04619825
12/02/2009,2431846,,0.04564965
12/02/2009,2116228,,0.04564309
12/02/2009,2640147,,0.04559994
12/02/2009,2340168,,0.04519606
12/02/2009,2928683,,0.04511273
12/02/2009,2830904,,0.04509187
12/02/2009,B65LWX6,,0.04488385
12/02/2009,2463247,,0.04471326
12/02/2009,2702791,,0.04453945
12/02/2009,2331430,,0.04447436
12/02/2009,2378534,,0.04299629
12/02/2009,2367026,,0.0427376
12/02/2009,2011561,,0.04235029
12/02/2009,2182553,,0.04204607
12/02/2009,BYWTW73,,0.04138851
12/02/2009,2550161,,0.04138124
12/02/2009,B39QT24,,0.04062593
12/02/2009,2480677,,0.04001224
12/02/2009,2047317,,0.03997386
12/02/2009,2510682,,0.03995848
12/02/2009,2304227,,0.03950059
12/02/2009,2342034,,0.03921127
12/02/2009,2305844,,0.03903747
12/02/2009,2198163,,0.03782618
